,station,acc_precip
0,44,0.0
0,45,0.1
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.5
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,1.5
0,22,1.5
0,22,1.5
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.3
0,31,0.5
0,31,0.5
0,31,0.5
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.1
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,1.2
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.8
0,22,0.8
0,22,0.8
0,23,0.0
0,23,0.0
0,24,0.1
0,24,0.1
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.2
0,31,0.1
0,31,0.1
0,31,0.1
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.3
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.6
0,0,0.7
0,0,0.7
0,1,0.7
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.5
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,1.3
0,22,1.3
0,22,1.3
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.1
0,30,0.0
0,31,0.2
0,31,0.2
0,31,0.2
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.2
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.0
0,42,0.2
0,42,0.2
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.1
0,0,1.9
0,0,1.9
0,1,1.9
0,2,3.6
0,2,3.6
0,3,2.3
0,3,2.3
0,4,2.6
0,5,3.1
0,5,3.1
0,6,3.5
0,6,3.5
0,6,3.5
0,7,0.6
0,8,1.0
0,9,2.1
0,10,1.4
0,11,1.3
0,12,0.1
0,12,0.1
0,13,1.2
0,13,1.2
0,13,1.2
0,14,3.0
0,15,1.9
0,16,5.6
0,17,2.8
0,17,2.8
0,17,2.8
0,17,2.8
0,18,1.1
0,19,2.8
0,20,2.1
0,20,2.1
0,21,2.4
0,21,2.4
0,22,3.5
0,22,3.5
0,22,3.5
0,23,11.3
0,23,11.3
0,24,2.8
0,24,2.8
0,25,2.8
0,25,2.8
0,26,3.6
0,27,6.7
0,28,2.5
0,29,2.5
0,30,6.3
0,31,3.0
0,31,3.0
0,31,3.0
0,32,1.2
0,33,3.0
0,33,3.0
0,33,3.0
0,34,3.0
0,34,3.0
0,35,5.7
0,36,2.8
0,37,1.2
0,37,1.2
0,37,1.2
0,38,2.8
0,39,0.1
0,39,0.1
0,39,0.1
0,40,3.7
0,41,2.7
0,42,4.7
0,42,4.7
0,43,0.1
0,44,2.6
0,45,0.4
0,46,2.0
0,46,2.0
0,47,6.2
0,0,4.9
0,0,4.9
0,1,4.9
0,2,7.4
0,2,7.4
0,3,5.8
0,3,5.8
0,4,0.0
0,5,10.3
0,5,10.3
0,6,1.5
0,6,1.5
0,6,1.5
0,7,3.0
0,8,8.7
0,9,0.9
0,10,3.9
0,11,0.0
0,12,4.4
0,12,4.4
0,13,11.3
0,13,11.3
0,13,11.3
0,14,0.0
0,15,0.5
0,16,1.6
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,10.7
0,21,10.7
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.2
0,25,0.2
0,26,0.3
0,27,1.4
0,28,5.6
0,29,0.0
0,30,0.0
0,31,0.1
0,31,0.1
0,31,0.1
0,32,6.4
0,33,0.1
0,33,0.1
0,33,0.1
0,34,8.9
0,34,8.9
0,35,1.1
0,36,0.4
0,37,9.4
0,37,9.4
0,37,9.4
0,38,10.5
0,39,5.5
0,39,5.5
0,39,5.5
0,40,0.0
0,41,0.6
0,42,1.3
0,42,1.3
0,43,4.6
0,44,11.7
0,45,13.1
0,46,5.1
0,46,5.1
0,47,0.0
0,0,4.7
0,0,4.7
0,1,4.7
0,2,3.8
0,2,3.8
0,3,5.6
0,3,5.6
0,4,6.3
0,5,6.2
0,5,6.2
0,6,4.2
0,6,4.2
0,6,4.2
0,7,5.1
0,8,4.2
0,9,5.6
0,10,6.0
0,11,6.8
0,12,5.9
0,12,5.9
0,13,4.5
0,13,4.5
0,13,4.5
0,14,6.8
0,15,4.3
0,16,5.3
0,17,6.1
0,17,6.1
0,17,6.1
0,17,6.1
0,18,8.6
0,19,6.1
0,20,5.7
0,20,5.7
0,21,3.2
0,21,3.2
0,22,7.2
0,22,7.2
0,22,7.2
0,23,8.3
0,23,8.3
0,24,4.6
0,24,4.6
0,25,3.5
0,25,3.5
0,26,5.0
0,27,5.4
0,28,5.3
0,29,3.6
0,30,7.7
0,31,7.3
0,31,7.3
0,31,7.3
0,32,3.9
0,33,7.7
0,33,7.7
0,33,7.7
0,34,3.2
0,34,3.2
0,35,5.9
0,36,7.8
0,37,4.4
0,37,4.4
0,37,4.4
0,38,3.1
0,39,4.3
0,39,4.3
0,39,4.3
0,40,5.4
0,41,4.8
0,42,5.4
0,42,5.4
0,43,3.2
0,44,6.0
0,45,4.4
0,46,4.8
0,46,4.8
0,47,7.4
0,0,0.4
0,0,0.4
0,1,0.4
0,2,0.0
0,2,0.0
0,3,0.2
0,3,0.2
0,4,0.0
0,5,0.2
0,5,0.2
0,6,0.0
0,6,0.0
0,6,0.0
0,7,1.0
0,8,0.6
0,9,0.0
0,10,1.1
0,11,0.0
0,12,0.2
0,12,0.2
0,13,0.7
0,13,0.7
0,13,0.7
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.1
0,21,0.1
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.3
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.4
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.1
0,34,0.1
0,35,0.0
0,36,0.0
0,37,1.0
0,37,1.0
0,37,1.0
0,38,0.0
0,39,0.3
0,39,0.3
0,39,0.3
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,2.1
0,44,1.3
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,1.5
0,0,1.5
0,1,1.5
0,2,5.8
0,2,5.8
0,3,5.6
0,3,5.6
0,4,2.3
0,5,7.3
0,5,7.3
0,6,11.5
0,6,11.5
0,6,11.5
0,7,0.0
0,8,2.6
0,9,0.2
0,10,0.6
0,11,4.1
0,12,4.5
0,12,4.5
0,13,5.6
0,13,5.6
0,13,5.6
0,14,2.6
0,15,5.4
0,16,12.2
0,17,1.8
0,17,1.8
0,17,1.8
0,17,1.8
0,18,6.3
0,19,1.8
0,20,6.0
0,20,6.0
0,21,4.6
0,21,4.6
0,22,6.2
0,22,6.2
0,22,6.2
0,23,6.0
0,23,6.0
0,24,6.7
0,24,6.7
0,25,9.8
0,25,9.8
0,26,0.4
0,27,8.1
0,28,5.1
0,29,6.2
0,30,5.4
0,31,7.1
0,31,7.1
0,31,7.1
0,32,3.4
0,33,3.9
0,33,3.9
0,33,3.9
0,34,6.4
0,34,6.4
0,35,6.8
0,36,7.3
0,37,3.9
0,37,3.9
0,37,3.9
0,38,6.3
0,39,2.2
0,39,2.2
0,39,2.2
0,40,10.1
0,41,3.6
0,42,6.6
0,42,6.6
0,43,0.6
0,44,5.3
0,45,3.7
0,46,14.2
0,46,14.2
0,47,5.9
0,0,0.0
0,0,0.0
0,1,0.0
0,2,1.0
0,2,1.0
0,3,3.5
0,3,3.5
0,4,4.0
0,5,4.0
0,5,4.0
0,6,4.8
0,6,4.8
0,6,4.8
0,7,0.1
0,8,0.7
0,9,0.8
0,10,0.1
0,11,2.2
0,12,1.6
0,12,1.6
0,13,2.0
0,13,2.0
0,13,2.0
0,14,2.1
0,15,3.1
0,16,2.9
0,17,2.7
0,17,2.7
0,17,2.7
0,17,2.7
0,18,6.2
0,19,2.7
0,20,7.4
0,20,7.4
0,21,0.8
0,21,0.8
0,22,4.2
0,22,4.2
0,22,4.2
0,23,3.8
0,23,3.8
0,24,4.2
0,24,4.2
0,25,5.8
0,25,5.8
0,26,1.1
0,27,1.8
0,28,3.2
0,29,3.6
0,30,2.7
0,31,5.8
0,31,5.8
0,31,5.8
0,32,1.9
0,33,2.2
0,33,2.2
0,33,2.2
0,34,1.5
0,34,1.5
0,35,1.7
0,36,8.7
0,37,1.9
0,37,1.9
0,37,1.9
0,38,1.2
0,39,1.6
0,39,1.6
0,39,1.6
0,40,3.7
0,41,0.6
0,42,1.3
0,42,1.3
0,43,0.8
0,44,3.8
0,45,0.6
0,46,7.2
0,46,7.2
0,47,4.6
0,0,5.9
0,0,5.9
0,1,5.9
0,2,2.1
0,2,2.1
0,3,1.0
0,3,1.0
0,4,3.6
0,5,1.6
0,5,1.6
0,6,0.2
0,6,0.2
0,6,0.2
0,7,0.0
0,8,2.6
0,9,3.9
0,10,0.4
0,11,1.9
0,12,0.4
0,12,0.4
0,13,0.1
0,13,0.1
0,13,0.1
0,14,3.1
0,15,1.3
0,16,0.5
0,17,4.1
0,17,4.1
0,17,4.1
0,17,4.1
0,18,5.0
0,19,4.1
0,20,1.5
0,20,1.5
0,21,0.6
0,21,0.6
0,22,1.3
0,22,1.3
0,22,1.3
0,23,0.6
0,23,0.6
0,24,1.1
0,24,1.1
0,25,2.6
0,25,2.6
0,26,2.7
0,27,4.0
0,28,1.7
0,29,2.0
0,30,0.4
0,31,2.9
0,31,2.9
0,31,2.9
0,32,0.6
0,33,3.6
0,33,3.6
0,33,3.6
0,34,1.7
0,34,1.7
0,35,0.2
0,36,2.7
0,37,0.4
0,37,0.4
0,37,0.4
0,38,0.1
0,39,1.6
0,39,1.6
0,39,1.6
0,40,0.2
0,41,4.9
0,42,5.1
0,42,5.1
0,43,1.8
0,44,0.7
0,45,1.1
0,46,0.3
0,46,0.3
0,47,0.9
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.1
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.1
0,15,0.1
0,16,0.0
0,17,0.4
0,17,0.4
0,17,0.4
0,17,0.4
0,18,0.0
0,19,0.4
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.9
0,28,0.0
0,29,0.1
0,30,0.1
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.1
0,33,0.1
0,33,0.1
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.1
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.0
0,41,0.3
0,42,0.5
0,42,0.5
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.1
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.3
0,3,0.3
0,4,0.0
0,5,0.9
0,5,0.9
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.4
0,8,0.0
0,9,0.3
0,10,0.3
0,11,0.9
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.3
0,15,0.2
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.4
0,19,0.0
0,20,0.4
0,20,0.4
0,21,0.0
0,21,0.0
0,22,0.2
0,22,0.2
0,22,0.2
0,23,0.8
0,23,0.8
0,24,0.2
0,24,0.2
0,25,0.0
0,25,0.0
0,26,0.3
0,27,0.0
0,28,0.4
0,29,0.1
0,30,1.9
0,31,0.5
0,31,0.5
0,31,0.5
0,32,0.2
0,33,0.4
0,33,0.4
0,33,0.4
0,34,0.0
0,34,0.0
0,35,0.1
0,36,0.3
0,37,0.2
0,37,0.2
0,37,0.2
0,38,0.0
0,39,0.0
0,39,0.0
0,39,0.0
0,40,0.1
0,41,0.3
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.8
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.9
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.1
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.3
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.2
0,23,0.2
0,24,0.0
0,24,0.0
0,25,0.2
0,25,0.2
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.4
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.1
0,33,0.1
0,33,0.1
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.1
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.1
0,39,0.1
0,39,0.1
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.1
0,0,3.3
0,0,3.3
0,1,3.3
0,2,0.0
0,2,0.0
0,3,0.7
0,3,0.7
0,4,0.1
0,5,0.6
0,5,0.6
0,6,0.1
0,6,0.1
0,6,0.1
0,7,1.3
0,8,0.6
0,9,0.6
0,10,1.8
0,11,0.0
0,12,4.3
0,12,4.3
0,13,1.4
0,13,1.4
0,13,1.4
0,14,0.0
0,15,0.0
0,16,0.2
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.2
0,21,0.2
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.4
0,24,0.4
0,25,0.3
0,25,0.3
0,26,0.0
0,27,0.0
0,28,0.6
0,29,0.6
0,30,0.1
0,31,0.0
0,31,0.0
0,31,0.0
0,32,3.1
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.1
0,34,0.1
0,35,0.0
0,36,0.1
0,37,1.8
0,37,1.8
0,37,1.8
0,38,0.2
0,39,4.3
0,39,4.3
0,39,4.3
0,40,0.0
0,41,0.2
0,42,0.2
0,42,0.2
0,43,3.7
0,44,0.3
0,45,0.1
0,46,0.8
0,46,0.8
0,47,0.1
0,0,1.2
0,0,1.2
0,1,1.2
0,2,0.4
0,2,0.4
0,3,3.4
0,3,3.4
0,4,0.0
0,5,3.4
0,5,3.4
0,6,1.3
0,6,1.3
0,6,1.3
0,7,0.9
0,8,1.6
0,9,2.9
0,10,2.1
0,11,0.4
0,12,3.3
0,12,3.3
0,13,4.2
0,13,4.2
0,13,4.2
0,14,0.2
0,15,0.1
0,16,1.8
0,17,0.1
0,17,0.1
0,17,0.1
0,17,0.1
0,18,0.0
0,19,0.1
0,20,0.0
0,20,0.0
0,21,1.1
0,21,1.1
0,22,0.1
0,22,0.1
0,22,0.1
0,23,0.4
0,23,0.4
0,24,0.2
0,24,0.2
0,25,0.2
0,25,0.2
0,26,1.7
0,27,1.4
0,28,3.2
0,29,0.5
0,30,0.4
0,31,0.0
0,31,0.0
0,31,0.0
0,32,3.4
0,33,0.2
0,33,0.2
0,33,0.2
0,34,1.3
0,34,1.3
0,35,0.2
0,36,0.0
0,37,3.7
0,37,3.7
0,37,3.7
0,38,2.2
0,39,2.1
0,39,2.1
0,39,2.1
0,40,0.0
0,41,1.6
0,42,1.5
0,42,1.5
0,43,2.8
0,44,4.8
0,45,1.7
0,46,3.3
0,46,3.3
0,47,0.1
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.1
0,3,0.1
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.1
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.1
0,39,0.1
0,39,0.1
0,40,0.0
0,41,0.0
0,42,0.1
0,42,0.1
0,43,0.0
0,44,0.1
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.0
0,0,0.0
0,1,0.0
0,2,0.0
0,2,0.0
0,3,0.2
0,3,0.2
0,4,0.0
0,5,0.6
0,5,0.6
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.1
0,10,0.0
0,11,0.0
0,12,0.0
0,12,0.0
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.1
0,21,0.1
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.3
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.4
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.6
0,37,0.6
0,37,0.6
0,38,0.0
0,39,0.1
0,39,0.1
0,39,0.1
0,40,0.0
0,41,0.0
0,42,0.0
0,42,0.0
0,43,0.2
0,44,0.3
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,0.1
0,0,0.1
0,1,0.1
0,2,0.0
0,2,0.0
0,3,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,5,0.0
0,6,0.0
0,6,0.0
0,6,0.0
0,7,0.0
0,8,0.2
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.4
0,12,0.4
0,13,0.0
0,13,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,17,0.0
0,18,0.0
0,19,0.0
0,20,0.0
0,20,0.0
0,21,0.0
0,21,0.0
0,22,0.0
0,22,0.0
0,22,0.0
0,23,0.0
0,23,0.0
0,24,0.0
0,24,0.0
0,25,0.0
0,25,0.0
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,31,0.0
0,31,0.0
0,32,0.1
0,33,0.0
0,33,0.0
0,33,0.0
0,34,0.0
0,34,0.0
0,35,0.1
0,36,0.0
0,37,0.0
0,37,0.0
0,37,0.0
0,38,0.0
0,39,0.8
0,39,0.8
0,39,0.8
0,40,0.0
0,41,0.0
0,42,0.1
0,42,0.1
0,43,0.4
0,44,0.0
0,45,0.0
0,46,0.0
0,46,0.0
0,47,0.0
0,0,3.4
0,0,3.4
0,1,3.4
0,2,4.3
0,2,4.3
0,3,5.1
0,3,5.1
0,4,0.5
0,5,4.4
0,5,4.4
0,6,5.0
0,6,5.0
0,6,5.0
0,7,2.3
0,8,3.4
0,9,0.3
0,10,2.6
0,11,1.4
0,12,5.8
0,12,5.8
0,13,6.2
0,13,6.2
0,13,6.2
0,14,0.8
0,15,2.6
0,16,6.3
0,17,0.3
0,17,0.3
0,17,0.3
0,17,0.3
0,18,0.8
